Date,Week,Time,HomeTeam,AwayTeam,FTR
19/09/2020,2,12:30:00,Everton,West Brom,H
19/09/2020,2,15:00:00,Leeds,Fulham,H
19/09/2020,2,17:30:00,Man Utd,Cryustal Palace,A
19/09/2020,2,20:00:00,Arsenal,West Ham,H
20/09/2020,2,12:00:00,Southampton,Tottenham,A
20/09/2020,2,14:00:00,Newcastle,Brighton,A
20/09/2020,2,16:30:00,Chelsea,Liverpool,A
20/09/2020,2,19:00:00,Leicester,Burnley,H
21/09/2020,2,18:00:00,Aston Villa,Sheffiled Utd,H
21/09/2020,2,20:15:00,Wolves,Man City,A
