Date,Week,Time,HomeTeam,AwayTeam,FTR
23/10/2020,6,19:00:00,Aston Villa,Leeds,A
24/10/2020,6,11:30:00,West Ham,Manchester City,D
24/10/2020,6,14:00:00,Fulham,Crystal Palace,A
24/10/2020,6,16:30:00,Manchester United,Chelsea,D
24/10/2020,6,19:00:00,Liverpool,Sheffield Utd,H
25/10/2020,6,13:00:00,Southampton,Everton,H
25/10/2020,6,15:30:00,Wolves,Newcastle,D
25/10/2020,6,18:15:00,Arsenal,Leicester,A
26/10/2020,6,16:30:00,Brighton,West Brom,D
26/10/2020,6,19:00:00,Burnley,Tottenham,A
