Date,Week,Time,HomeTeam,AwayTeam,FTR
03/10/2020,4,12:30:00,Chelsea,Crystal Palace,H
03/10/2020,4,15:00:00,Everton,Brighton,H
03/10/2020,4,17:30:00,Leeds,Man City,D
03/10/2020,4,20:00:00,Newcastle,Burnley,H
04/10/2020,4,12:00:00,Leicester,West Ham,A
04/10/2020,4,14:00:00,Southampton,West Brom,H
04/10/2020,4,16:30:00,Arsenal,Sheffield Utd,H
04/10/2020,4,19:00:00,Wolves,Fulham,H
04/10/2020,4,18:00:00,Man Utd,Tottenham,A
04/10/2020,4,20:15:00,Aston Villa,Liverpool,H
