Date,Week,Time,HomeTeam,AwayTeam,FTR
09/12/2020,1,12:30:00,Fulham,Arsenal,A
09/12/2020,1,15:00:00,Crystal Palace,Southampton,H
09/12/2020,1,20:00:00,West Ham,Newcastle,A
09/12/2020,1,17:30:00,Liverpool,Leeds,H
13/09/2020,1,14:00:00,West Brom,Leicester,H
13/09/2020,1,16:30:00,Tottenham,Everton,A
14/09/2020,1,20:00:00,Brighton,Chelsea,A
14/09/2020,1,20:00:00,Sheffiled Utd,Wolves,A
